brgyDesc,muncity,province,region,zipCode
B. F. Homes,City of Paranaque,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1700 to 1781
Don Bosco,City of Paranaque,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1700 to 1781
Marcelo Green Village,City of Paranaque,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1700 to 1781
Merville,City of Paranaque,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1700 to 1781
Moonwalk,City of Paranaque,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1700 to 1781
San Antonio,City of Paranaque,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1700 to 1781
San Isidro,City of Paranaque,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1700 to 1781
San Martin De Porres,City of Paranaque,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1700 to 1781
Sun Valley,City of Paranaque,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1700 to 1781
Vitalez,City of Paranaque,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1700 to 1781
Barangay 1,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 2,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 3,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 4,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 5,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 6,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 7,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 8,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 9,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 10,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 11,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 12,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 13,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 14,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 15,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 16,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 17,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 18,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 19,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 20,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 21,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 22,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 23,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 24,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 25,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 26,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 27,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 28,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 29,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 30,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 31,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 32,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 33,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 34,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 35,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 36,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 37,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 38,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 39,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 40,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 41,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 42,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 43,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 44,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 45,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 46,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 47,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 48,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 49,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 50,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 51,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 52,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 53,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 54,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 55,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 56,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 57,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 58,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 59,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 60,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 61,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 62,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 63,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 64,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 65,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 66,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 67,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 68,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 69,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 70,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 71,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 72,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 73,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 74,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 75,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 76,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 77,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 78,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 79,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 80,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 81,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 82,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 83,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 84,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 85,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 86,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 87,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 88,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 89,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 90,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 91,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 92,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 93,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 94,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 95,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 96,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 97,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 98,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 99,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 100,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 101,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 102,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 103,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 104,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 105,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 106,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 107,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 108,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 109,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 110,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 111,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 112,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 113,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 114,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 115,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 116,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 117,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 118,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 119,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 120,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 121,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 122,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 123,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 124,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 125,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 126,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 127,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 128,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 129,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 130,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 131,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 132,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 133,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 134,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 135,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 136,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 137,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 138,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 139,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 140,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 141,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 142,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 143,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 144,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 145,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 146,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 147,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 148,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 149,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 150,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 151,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 152,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 153,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 154,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 155,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 156,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 157,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 158,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 159,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 160,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 161,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 162,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 163,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 164,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 165,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 166,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 167,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 168,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 169,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 170,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 171,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 172,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 173,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 174,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 175,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 176,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 177,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 178,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 179,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 180,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 181,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 182,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 183,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 184,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 185,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 186,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 187,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 188,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 189,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 190,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 191,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 192,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 193,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 194,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 195,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 196,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 197,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 198,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 199,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 200,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Barangay 201,Pasay City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1300 to 1354
Aguho,Pateros,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1620/1621
Magtanggol,Pateros,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1620/1621
Martires Del 96,Pateros,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1620/1621
Poblacion,Pateros,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1620/1621
San Pedro,Pateros,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1620/1621
San Roque,Pateros,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1620/1621
Santa Ana,Pateros,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1620/1621
Santo Rosario-Kanluran,Pateros,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1620/1621
Santo Rosario-Silangan,Pateros,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1620/1621
Tabacalera,Pateros,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1620/1621
Tanyag (Bagong Tanyag),Taguig City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1630 to 1638
Bagumbayan,Taguig City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1630 to 1638
Bambang,Taguig City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1630 to 1638
Calzada,Taguig City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1630 to 1638
Hagonoy,Taguig City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1630 to 1638
Ibayo-Tipas,Taguig City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1630 to 1638
Ligid-Tipas,Taguig City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1630 to 1638
Lower Bicutan,Taguig City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1630 to 1638
Maharlika Village,Taguig City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1630 to 1638
Napindan,Taguig City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1630 to 1638
Palingon,Taguig City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1630 to 1638
Santa Ana,Taguig City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1630 to 1638
Central Signal Village (Signal Village),Taguig City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1630 to 1638
Tuktukan,Taguig City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1630 to 1638
Upper Bicutan,Taguig City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1630 to 1638
Ususan,Taguig City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1630 to 1638
Wawa,Taguig City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1630 to 1638
Western Bicutan,Taguig City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1630 to 1638
Central Bicutan,Taguig City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1630 to 1638
Fort Bonifacio,Taguig City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1630 to 1638
Katuparan,Taguig City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1630 to 1638
New Lower Bicutan,Taguig City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1630 to 1638
North Daang Hari,Taguig City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1630 to 1638
North Signal Village,Taguig City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1630 to 1638
Pinagsama,Taguig City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1630 to 1638
San Miguel,Taguig City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1630 to 1638
South Daang Hari,Taguig City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1630 to 1638
South Signal Village,Taguig City,NCR City of Manila Fourth District (Not a Province),NCR - National Capital Region,1630 to 1638
Agtangao,Bangued (Capital),Abra,CAR - Cordillera Administrative Region,2800
Angad,Bangued (Capital),Abra,CAR - Cordillera Administrative Region,2800
Ba̱acao,Bangued (Capital),Abra,CAR - Cordillera Administrative Region,2800
Bangbangar,Bangued (Capital),Abra,CAR - Cordillera Administrative Region,2800
Cabuloan,Bangued (Capital),Abra,CAR - Cordillera Administrative Region,2800
Calaba,Bangued (Capital),Abra,CAR - Cordillera Administrative Region,2800
Tablac (Calot),Bangued (Capital),Abra,CAR - Cordillera Administrative Region,2800
Cosili West (Buaya),Bangued (Capital),Abra,CAR - Cordillera Administrative Region,2800
Cosili East (Proper),Bangued (Capital),Abra,CAR - Cordillera Administrative Region,2800
Dangdangla,Bangued (Capital),Abra,CAR - Cordillera Administrative Region,2800
Lingtan,Bangued (Capital),Abra,CAR - Cordillera Administrative Region,2800
Lipcan,Bangued (Capital),Abra,CAR - Cordillera Administrative Region,2800
Lubong,Bangued (Capital),Abra,CAR - Cordillera Administrative Region,2800
Macarcarmay,Bangued (Capital),Abra,CAR - Cordillera Administrative Region,2800
Maoay,Bangued (Capital),Abra,CAR - Cordillera Administrative Region,2800
Macray,Bangued (Capital),Abra,CAR - Cordillera Administrative Region,2800
Malita,Bangued (Capital),Abra,CAR - Cordillera Administrative Region,2800
Palao,Bangued (Capital),Abra,CAR - Cordillera Administrative Region,2800
Patucannay,Bangued (Capital),Abra,CAR - Cordillera Administrative Region,2800
Sagap,Bangued (Capital),Abra,CAR - Cordillera Administrative Region,2800
San Antonio,Bangued (Capital),Abra,CAR - Cordillera Administrative Region,2800
Santa Rosa,Bangued (Capital),Abra,CAR - Cordillera Administrative Region,2800
Sao-atan,Bangued (Capital),Abra,CAR - Cordillera Administrative Region,2800
Sappaac,Bangued (Capital),Abra,CAR - Cordillera Administrative Region,2800
Zone 2 Pob. (Consiliman),Bangued (Capital),Abra,CAR - Cordillera Administrative Region,2800
